,business_id,name,stars,review_count,attributes,categories,hours,LocationKey,X1
5011,qzurbSMR1it_Rr0lusGmug,"Lawrence Tong, MD, FACS, FRCSC",4.0,4,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Medical Spas, Surgeons, Cosmetic Surgeons, Health & Medical, Doctors","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-13:0'}",5012,5011.0
5018,RxyJtNepyAXeUfKrKj4aQQ,4U Nails & Spa,2.0,9,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1'}","Beauty & Spas, Nail Salons","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",5019,5018.0
5020,vvECUbJDwxBguaLCCXLWbA,Perfect Threading and Beauty Salon,2.0,3,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Skin Care, Threading Services, Beauty & Spas, Blow Dry/Out Services, Eyelash Service, Hair Removal, Hair Salons","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '11:0-18:0'}",5021,5020.0
5022,LqxVJ4jC5kA6oFV14lOImA,Active Healing Centre,3.5,3,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}","Doctors, Massage Therapy, Active Life, Yoga, Naturopathic/Holistic, Beauty & Spas, Chiropractors, Acupuncture, Fitness & Instruction, Massage, Physical Therapy, Professional Services, Health & Medical","{'Monday': '10:0-19:30', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:0'}",5023,5022.0
5035,jPaXawlxt1u6OzNyHPOIUg,Fabulashz,1.0,3,{'ByAppointmentOnly': 'True'},"Eyelash Service, Beauty & Spas",,5036,5035.0
5042,ThNvtnyTkmW9XAAmAy-zmA,Porcelain Room,4.5,6,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Skin Care, Hair Removal, Beauty & Spas","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-17:0'}",5043,5042.0
5044,-fauz1yMXy1rYt5QcdIjCA,Cozy Spa Nails,3.0,13,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Beauty & Spas, Massage, Nail Salons, Waxing, Hair Removal, Day Spas","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:30', 'Sunday': '10:0-17:0'}",5045,5044.0
5068,WBGmx66KCmoU_9rIaEeXgQ,Melissa Nails,1.5,5,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Nail Salons",,5069,5068.0
5075,vPEV4e2exiG0sQlQLBSlZg,Good Hearts Salon And Spa,3.0,7,,"Beauty & Spas, Hair Salons","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '9:30-18:0', 'Sunday': '12:0-18:0'}",5076,5075.0
5088,JRA7uFTUzUFERKdHEq66sw,Mankind Grooming Studio For Men,3.0,13,"{'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Skin Care, Nail Salons, Waxing, Hair Removal, Beauty & Spas, Barbers","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '9:0-18:0'}",5089,5088.0
5099,hDAs86ujf7fOpr4n85jEAw,High Park Nail Bar,3.5,68,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'False', 'WiFi': ""u'free'""}","Beauty & Spas, Waxing, Nail Salons, Hair Removal, Threading Services","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-18:0'}",5100,5099.0
5100,7kxMQ6_WkqN1Ti-lWD6knw,Vava,4.0,13,"{'WiFi': ""u'no'"", 'DogsAllowed': 'False'}","Amusement Parks, Shopping, Arts & Entertainment, Arcades, Toy Stores, Active Life","{'Monday': '13:0-23:0', 'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-0:0', 'Saturday': '13:0-0:0', 'Sunday': '13:0-23:0'}",5101,5100.0
5138,zs_gvE6LohutgG37jHxkRQ,Le Bigoudi Hair Salon,5.0,3,"{'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': False, 'curly': True, 'kids': False}""}","Blow Dry/Out Services, Beauty & Spas, Hair Salons","{'Tuesday': '9:30-17:0', 'Wednesday': '12:0-20:0', 'Thursday': '13:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '8:0-16:0'}",5139,5138.0
5158,HLxz69JatLl18uuTy-6JwQ,First Choice Haircutters,2.0,3,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Hair Salons, Beauty & Spas","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-17:0'}",5159,5158.0
5192,Fs4CAlsdp1dJNcd8zyq2IQ,The Harbourfront Centre Shop,4.0,3,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'True'}","Fashion, Accessories, Arts & Crafts, Shopping, Arts & Entertainment, Museums, Home Decor, Home & Garden","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}",5193,5192.0
5196,VZZN_C81EzWw6yvaW4unHw,Nails For You,3.5,36,"{'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Waxing, Eyelash Service, Hair Removal, Nail Technicians, Beauty & Spas, Massage, Nail Salons","{'Monday': '0:0-0:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-18:0', 'Sunday': '10:0-17:0'}",5197,5196.0
5199,LtbF0qDeCpQ95sMW_IEn0g,CoCo Nail Bar,4.0,25,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Nail Salons","{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0', 'Sunday': '10:30-17:0'}",5200,5199.0
5201,SwK_z288YgFi32QytLHTcQ,VIB Studio,3.5,3,"{'AcceptsInsurance': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'""}","Laser Hair Removal, Doctors, Hair Removal, Tattoo Removal, Medical Spas, Health & Medical, Beauty & Spas, Eyelash Service, Permanent Makeup","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-14:0'}",5202,5201.0
5209,XTuSBIvEyaned0jPqO1ydw,"John Goldhar, MD",2.5,3,,"Hair Removal, Medical Spas, Doctors, Health & Medical, Dermatologists, Beauty & Spas","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",5210,5209.0
5214,7QT11ZPHnkiJYZVqcFGE8w,DECIEM The Abnormal Beauty,3.0,13,"{'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Beauty & Spas, Skin Care, Cosmetics & Beauty Supply, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}",5215,5214.0
5241,p_0jashWYhMuU6XOYiXRMQ,Agogo Hair Salon,4.0,10,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Beauty & Spas, Hair Salons",,5242,5241.0
5253,h4w3GeUr_bgP4NibvDbIgA,Charm Nail Spa,4.0,10,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'BikeParking': 'True', 'WheelchairAccessible': 'False'}","Massage, Day Spas, Eyelash Service, Flowers & Gifts, Beauty & Spas, Nail Technicians, Eyebrow Services, Hair Removal, Shopping, Gift Shops, Waxing, Permanent Makeup, Skin Care, Nail Salons","{'Monday': '0:0-0:0', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:0', 'Sunday': '10:0-18:0'}",5254,5253.0
5255,0weTOYJk3XEbvevOQ-DNUg,Barking Iron Barbershop,5.0,3,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Barbers, Beauty & Spas",,5256,5255.0
5267,f2UEvjjBvK3EonpQJuZccg,Bath and Body Works,4.0,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Shopping, Cosmetics & Beauty Supply",,5268,5267.0
5277,kFWWvofBmZLTE0TT94Ssvw,Sam's Hair Style Place,2.5,3,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1'}","Barbers, Hair Salons, Beauty & Spas",,5278,5277.0
5280,rjbPoE6mHXk2U8siRjYqlw,S Jose Home Hardware,3.0,4,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Home & Garden, Hardware Stores","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '8:0-16:30'}",5281,5280.0
5294,RLHzNdwiX8D_TAOkWkVgHg,Comfort Nails,3.5,60,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'False'}","Beauty & Spas, Nail Salons, Piercing, Waxing, Eyelash Service, Hair Removal","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",5295,5294.0
5302,85MT9Vm82ULmBJVcUnYpmw,Body & Soul Massage Therapy,4.0,12,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Reflexology, Massage, Weight Loss Centers, Beauty & Spas, Acupuncture, Health & Medical","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '10:0-17:0', 'Sunday': '11:0-18:0'}",5303,5302.0
5306,56CW9SrX9TGeJBF6mD6TYQ,Cineplex Cinemas Empress Walk,3.5,28,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",5307,5306.0
5309,FC08EHoZF2t9WIiwsMxweA,Mosheta,2.5,12,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Hair Salons",,5310,5309.0
5315,HwHXLMm9UF0XunRETPBklQ,Black Sheep Hair,4.5,18,"{'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': False, 'curly': True, 'kids': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Hair Salons","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:0-18:0'}",5316,5315.0
5324,l_TxRAbkr91MZtc7ViMOwQ,Jacobs Barbers,4.0,4,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True'}","Beauty & Spas, Barbers, Hair Salons","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-17:0'}",5325,5324.0
5327,X-U51yD8W1dQgyClxgjLEg,Sweetgrass Spa,3.5,37,"{'AcceptsInsurance': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'""}","Shopping, Cosmetics & Beauty Supply, Wedding Planning, Day Spas, Venues & Event Spaces, Event Planning & Services, Massage, Makeup Artists, Beauty & Spas, Health & Medical, Massage Therapy","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-18:0'}",5328,5327.0
5338,gmGHRByX_Z1iJenUuaW0kw,Elmwood Spa,3.0,220,"{'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Skin Care, Beauty & Spas, Day Spas, Nail Salons","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '10:30-18:30'}",5339,5338.0
5345,Jd5y1PThEdJi6sG5yOocAQ,Esthetics by Sandra,4.0,5,"{'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'False'}","Eyelash Service, Skin Care, Beauty & Spas, Nail Salons","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}",5346,5345.0
5349,k8XAGId4A0Aw7Q1UPhH8dQ,H2 Nails & Spa,2.5,17,"{'BikeParking': 'False', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-17:0'}",5350,5349.0
5354,mKHGo9_iNGl3vA4IwsqQ2g,Happy Foot Spa,3.0,40,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Massage, Foot Care","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",5355,5354.0
5377,6HUm4L3n9uktO4yGjsqDlA,Seven Crowns Tattoo,5.0,14,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Local Flavor, Tattoo, Beauty & Spas","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",5378,5377.0
5436,4GJOkhQIZguvcBQnLHym1w,Wright Spa Mobile Beauty Services,4.5,6,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'ByAppointmentOnly': 'True', 'WiFi': ""u'no'""}","Nail Salons, Beauty & Spas, Day Spas, Home Services, Local Services, Massage","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",5437,5436.0
5448,nP5W4aRrpDANTWWFQ-sO2w,Andrew Richard Designs Events,4.0,3,,"Party & Event Planning, Event Planning & Services, Venues & Event Spaces, Arts & Entertainment",,5449,5448.0
5464,vBjg9kOPW2InBUEgKv1fVg,MPLCuts,5.0,3,,"Hair Salons, Barbers, Beauty & Spas","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-17:0'}",5465,5464.0
5472,EeJGZILBRpuWcPII_G5JBQ,Sephora,4.0,13,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}""}","Beauty & Spas, Cosmetics & Beauty Supply, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-18:0'}",5473,5472.0
5480,zNJ2OBIZA-kfsqMJzdcdoA,Just Incredible,4.5,3,"{'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Hair Extensions, Hair Salons, Wigs, Beauty & Spas, Shopping, Cosmetics & Beauty Supply","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",5481,5480.0
5482,zJcoNPnPH5HZYoONuKGPQg,Tval Skincare,4.5,3,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Cosmetics & Beauty Supply, Shopping, Skin Care","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-17:0'}",5483,5482.0
5496,IE2e_v-tv14Qau5GUICr8Q,LAC + CO,3.5,7,"{'BikeParking': 'True', 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'HairSpecializesIn': ""{'perms': False, 'coloring': True, 'extensions': True, 'curly': True, 'kids': True}""}","Beauty & Spas, Hair Salons, Hair Extensions, Shopping, Blow Dry/Out Services, Accessories, Fashion","{'Monday': '9:0-17:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-17:0'}",5497,5496.0
5513,XeKHS7wjZ_lzlBwUzi7oMA,The Ten Spot - Roncesvalles,3.5,20,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Nail Salons, Hair Removal, Beauty & Spas, Waxing, Skin Care, Laser Hair Removal","{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-18:0'}",5514,5513.0
5519,s68N5XdOCI7YnLI8hnw9jw,Cavalia Odysseo,4.0,9,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts",,5520,5519.0
5521,g-OTq2Jb7FRP7cYDUlFCMg,Natural Solutions Salon & Spa,3.0,13,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'False', 'BikeParking': 'True'}","Beauty & Spas, Hair Removal, Hair Salons, Laser Hair Removal, Day Spas","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-19:0'}",5522,5521.0
5526,0l90vjr4wWhBypxnWXuuhg,Yves Rocher,2.5,6,{'RestaurantsPriceRange2': '2'},"Shopping, Beauty & Spas, Cosmetics & Beauty Supply",,5527,5526.0
5527,12yGJ-rF6MUtGuz8Whny5g,Unyozi Beauty,3.0,7,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'HairSpecializesIn': ""{'perms': False, 'coloring': False, 'extensions': True, 'curly': False, 'kids': False}"", 'WheelchairAccessible': 'False', 'WiFi': ""u'free'""}","Skin Care, Tattoo, Permanent Makeup, Waxing, Makeup Artists, Hair Salons, Hair Removal, Eyebrow Services, Hair Extensions, Hair Loss Centers, Eyelash Service, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-15:0'}",5528,5527.0
5533,eiSfCTm0XozNUV_ynqzWzw,The Training Room,3.5,5,{'GoodForKids': 'False'},"Arts & Entertainment, Fitness & Instruction, Amateur Sports Teams, Trainers, Professional Sports Teams, Gyms, Active Life","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",5534,5533.0
5534,SDwGCQtw__N0gHS35jSeQg,Ben's Den Barber Hairstylist,4.0,9,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Hair Removal, Beauty & Spas, Nail Salons, Barbers, Waxing, Hair Salons","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-17:0'}",5535,5534.0
5537,GhOoBZ01l2czILzSoktPDA,A Pirate's Life,5.0,3,,"Arts & Entertainment, Tours, Event Planning & Services, Party & Event Planning, Hotels & Travel, Boating, Active Life, Boat Charters","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",5538,5537.0
5542,o5R8XHxSudzAFbeXJY3aSw,Skinjectables Cosmetic Clinic - Toronto,4.5,9,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'AcceptsInsurance': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Health & Medical, Beauty & Spas, Medical Spas","{'Monday': '0:0-0:0', 'Tuesday': '8:30-16:30', 'Wednesday': '8:30-16:30', 'Thursday': '8:30-16:30', 'Friday': '8:30-16:30'}",5543,5542.0
5551,8XoPdtFR6snb3HY5mmg0Xw,Bahar salon & spa,2.0,4,,"Skin Care, Day Spas, Hair Salons, Hair Loss Centers, Beauty & Spas","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}",5552,5551.0
