,business_id,name,stars,review_count,attributes,categories,hours,LocationKey,X1
9154,iBxG_OEuTBKk_1wHnQ1X5g,Peach Berserk,4.0,10,"{'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Screen Printing, Local Flavor, Shopping, Education, Women's Clothing, Specialty Schools, Local Services, Art Classes, Fashion","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-17:0'}",9155,9154.0
9194,B_yElf6LGDCed45TFfA_4Q,Beaches Coin-Op Car Wash,2.5,6,,"Car Wash, Tutoring Centers, Education, Auto Detailing, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",9195,9194.0
9198,Gi9R3spwQc30vEYu6yhxdQ,Peppermills,3.5,9,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '3'}","Shopping, Education, Cooking Schools, Specialty Schools, Home & Garden, Kitchen Supplies, Kitchen & Bath","{'Monday': '12:0-17:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0'}",9199,9198.0
9218,lXGx_aKtF_UxenWDDkogWg,Northern Karate School,4.0,8,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Karate, Trainers, Shopping, Sporting Goods, Specialty Schools, Active Life, Education, Martial Arts, Fitness & Instruction","{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",9219,9218.0
9341,vtEbAZByGiFx7QC2Ym2GvQ,Breathe Yoga Studio,4.0,23,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Fitness & Instruction, Active Life, Yoga, Health & Medical, Specialty Schools, Doctors, Physical Therapy, Osteopathic Physicians, Education, Massage Therapy","{'Monday': '5:30-21:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-21:0', 'Friday': '5:30-20:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",9342,9341.0
9544,HbZ04rMlNEZXA4EZAgEgRQ,Queen's Collegiate,1.0,3,,"Education, Language Schools, Middle Schools & High Schools, Specialty Schools",,9545,9544.0
9604,8mjkbSWfr90Vg3MfBPlwUg,Liberty Preparatory School,2.0,4,,"Montessori Schools, Education",,9605,9604.0
9713,V8t85lFQj9Qwrn9EZRWLQw,Sushi Making For The Soul,4.5,7,,"Education, Event Planning & Services, Cooking Schools, Caterers, Specialty Schools","{'Friday': '19:0-22:0', 'Saturday': '19:0-22:0'}",9714,9713.0
9819,SkFr3szJf-3crQhi8_BxNw,Learn Safe Driving Academy,1.0,4,,"Specialty Schools, Driving Schools, Tutoring Centers, Education","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-15:30', 'Sunday': '10:0-15:30'}",9820,9819.0
9851,UmrnroZ5iauPIsAD1Bs_Rw,Lucina Birth Services,1.0,3,{'ByAppointmentOnly': 'True'},"Education, Placenta Encapsulations, Adult Education, Local Services, Health & Medical, Doctors",,9852,9851.0
9852,pxAJkxTSrbGV-c3yMVZ8Gg,Globe Driving Academy,4.0,21,,"Public Services & Government, Education, Driving Schools, Specialty Schools, Automotive","{'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '10:0-15:0', 'Sunday': '10:0-15:0'}",9853,9852.0
9874,NLfVr7IGNIu5c4TooFbF4Q,Honours Driving School,4.0,5,,"Specialty Schools, Special Education, Education, Educational Services, Adult Education, Driving Schools","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-14:30', 'Sunday': '9:0-14:30'}",9875,9874.0
9954,Wu-JJ7K1SwN7SCdnwZFXrg,Yonge Street Fitness Club,3.0,13,{'GoodForKids': 'False'},"Gyms, Pilates, Yoga, Fitness & Instruction, Active Life, Education, Specialty Schools, Trainers","{'Monday': '6:0-12:0', 'Tuesday': '6:0-12:0', 'Wednesday': '6:0-12:0', 'Thursday': '6:0-12:0', 'Friday': '6:0-12:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-20:0'}",9955,9954.0
10290,mzSaUbQMXmn1RkWYrdEeCg,Gerstein Science Information Centre,4.5,9,"{'WiFi': ""u'paid'"", 'ByAppointmentOnly': 'False'}","Public Services & Government, Libraries, Colleges & Universities, Education","{'Monday': '0:0-0:0', 'Tuesday': '8:30-23:0', 'Wednesday': '8:30-23:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-18:0'}",10291,10290.0
10385,wQbptdRjZQ3DwOFtujYwNw,Moksha Yoga Downtown,3.5,47,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Yoga, Active Life, Fitness & Instruction, Specialty Schools, Education","{'Monday': '6:30-21:30', 'Tuesday': '6:30-21:30', 'Wednesday': '6:30-21:30', 'Thursday': '6:30-21:30', 'Friday': '6:30-21:30', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",10386,10385.0
10450,Chv9fT9lXH9sD8tNME3U7w,The Sewing Studio,3.5,10,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Education, Art Schools, Specialty Schools, Local Services, Sewing & Alterations, Arts & Crafts, Shopping",,10451,10450.0
10576,si40x6W4d7T5ubkYDDrEbw,Hudson College,1.5,3,,"Education, Elementary Schools, Middle Schools & High Schools",,10577,10576.0
10635,akFwyB4Y4YSzFdv7UjKEsQ,Photo Art Studio Professional Training Services,2.5,15,{'RestaurantsPriceRange2': '1'},"Art Schools, Vocational & Technical School, Photography Stores & Services, Specialty Schools, Shopping, Education","{'Monday': '9:30-16:30', 'Tuesday': '9:30-16:30', 'Wednesday': '9:30-16:30', 'Thursday': '9:30-16:30', 'Friday': '9:30-16:30'}",10636,10635.0
10679,vdKUDXI1j89VO65Krg6VGg,Porter FBO @ Toronto City Billy Bishop Airport,3.5,5,,"Education, Flight Instruction, Transportation, Hotels & Travel, Specialty Schools, Airlines",,10680,10679.0
10709,gcfDH5QxVC2xqdXYz94W8Q,889,4.0,48,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'False'}","Health & Medical, Pilates, Active Life, Massage Therapy, Barre Classes, Specialty Schools, Yoga, Fitness & Instruction, Meditation Centers, Education","{'Monday': '9:45-21:30', 'Tuesday': '6:45-21:15', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-21:30', 'Friday': '6:45-21:0', 'Saturday': '8:30-18:30', 'Sunday': '8:45-19:30'}",10710,10709.0
11069,AIXd8vuwwYFbOSBvMCWAAg,The Yoga Sanctuary Danforth,4.0,18,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Schools, Active Life, Yoga, Fitness & Instruction, Education","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-19:30', 'Saturday': '9:0-17:30', 'Sunday': '9:0-17:30'}",11070,11069.0
11124,vOFosAKMnZP4lvu2e40ryw,Schwartz-Resiman Centre,3.0,4,{'GoodForKids': 'True'},"Child Care & Day Care, Summer Camps, Local Services, Preschools, Education, Active Life, Gyms, Fitness & Instruction, Community Centers, Public Services & Government",,11125,11124.0
11290,TT2whfQboSAdaTCosM5Qpw,Avola College of Hairstyling & Esthetics,5.0,3,,"Cosmetology Schools, Specialty Schools, Education, Colleges & Universities","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-17:0', 'Saturday': '9:30-16:0'}",11291,11290.0
11436,vg5cRkCI7jCiReJqB9C7uw,Community Bicycle Network,3.5,5,{'GoodForKids': 'False'},"Bike Rentals, Adult Education, Local Services, Active Life, Education","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '10:0-18:0'}",11437,11436.0
11592,NvWjSruIUunXMI1EsUWo1Q,Warriors Martial Art Supply,2.5,14,"{'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Fitness & Instruction, Shopping, Education, Martial Arts, Sporting Goods, Active Life, Specialty Schools","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-18:0'}",11593,11592.0
11713,3dMVYJJKVbPtS0gK7pEC7g,The Motion Room,3.5,8,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'AcceptsInsurance': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True'}","Fitness & Instruction, Active Life, Trainers, Special Education, Gyms, Education, Health & Medical, Weight Loss Centers","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:30', 'Wednesday': '6:0-21:30', 'Thursday': '6:0-21:30', 'Friday': '6:0-20:30', 'Saturday': '8:0-13:0', 'Sunday': '9:0-12:0'}",11714,11713.0
11832,k2LR9fe66WBRNg0GWDkadw,Japanese Canadian Cultural Centre,4.0,12,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Specialty Schools, Community Centers, Education, Venues & Event Spaces, Event Planning & Services, Fitness & Instruction, Public Services & Government, Martial Arts","{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-21:0', 'Saturday': '8:30-16:0', 'Sunday': '8:30-16:0'}",11833,11832.0
11836,1X6TAt6uLEmKyb5Qs6BMWw,Spanish Centre,4.5,9,"{'WiFi': ""u'free'""}","Specialty Schools, Professional Services, Dance Studios, Active Life, Language Schools, Dance Schools, Education, Fitness & Instruction, Translation Services","{'Monday': '9:0-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-16:30', 'Saturday': '9:0-12:30'}",11837,11836.0
11867,sf5WfptFwYcAOB3gCkCn9Q,Studio Mikafleur,5.0,4,,"Art Classes, Florists, Shopping, Flowers & Gifts, Arts & Crafts, Education","{'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-17:0'}",11868,11867.0
12053,7i8fGfElNjj78eRhYDkKSw,Avenue Road Arts School,4.5,9,"{'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Schools, Art Schools, Shopping, Arts & Crafts, Education","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-18:30', 'Saturday': '8:30-17:30'}",12054,12053.0
12096,qr6JL8B2ToHTPztzf4LkFg,University Eye Clinic,3.5,20,{'ByAppointmentOnly': 'True'},"Colleges & Universities, Optometrists, Health & Medical, Education, Doctors, Ophthalmologists","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-16:0'}",12097,12096.0
12346,5niWXyyRXaO35tvyXmvDIg,Rainbow Songs,4.5,7,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Musical Instruments & Teachers, Shopping, Specialty Schools, Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",12347,12346.0
12388,_hS9sBGTA4aiMtF8gRmkcw,George Brown College - Waterfront Campus,5.0,3,,"Colleges & Universities, Education, Adult Education, Educational Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",12389,12388.0
12699,kIBj9C-9JKEiboPbL4uhtw,Bees Knees Dance,4.0,6,,"Education, Specialty Schools, Dance Schools","{'Tuesday': '18:0-21:30', 'Wednesday': '18:0-21:30'}",12700,12699.0
12804,_LsBVxOerzOXhOzdYaqAKw,i Yellow Wine Club,3.0,3,,"Wine Tasting Classes, Education, Tasting Classes",,12805,12804.0
12844,gwfcLrg3FHX-mc1ZYEoppQ,Yonge Sheppard Passport Photos,2.5,3,,"Education, Middle Schools & High Schools, Local Services, Lawyers, Professional Services, Photography Stores & Services, Shopping, Event Planning & Services, Notaries, Photographers, Immigration Law","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '10:0-17:0'}",12845,12844.0
13086,kfwRokxzOpY5E3aaX5TN9Q,Mon Petit Univers,3.5,3,,"Education, Preschools","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0'}",13087,13086.0
13239,nmdjOq-Nwtj8sp74YF348A,Bark Busters In Home Dog Training - Toronto West,4.0,12,{'ByAppointmentOnly': 'True'},"Pet Services, Educational Services, Education, Pets, Pet Training","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",13240,13239.0
13346,8OD-k4qk-Egp_Gje2WM5Hw,George Brown College,3.0,19,,"Education, Colleges & Universities","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-17:0'}",13347,13346.0
13415,PVAbV2w_leEbKOyHwM-z-Q,Conspiracy Culture,2.0,4,{'RestaurantsPriceRange2': '2'},"Shopping, Books, Mags, Music & Video, Bookstores, Education","{'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}",13416,13415.0
13473,NF0HJ8t9fUZBKldftOnexQ,Art Works Art School,3.5,3,,"Education, Specialty Schools, Art Schools","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",13474,13473.0
13477,3Uvs7oIfA4KWHPRQP-mhQA,Shiatsu School of Canada,3.5,5,,"Health & Medical, Special Education, Education, Colleges & Universities, Acupuncture","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:30-16:30'}",13478,13477.0
13704,xFZ6VJiOGzox86Wan-zv2w,Lotus Yoga Centre,4.5,3,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False'}","Specialty Schools, Active Life, Yoga, Education, Fitness & Instruction","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-19:30', 'Thursday': '7:0-21:0', 'Friday': '10:0-13:30', 'Saturday': '9:30-11:0', 'Sunday': '9:30-11:0'}",13705,13704.0
13783,o8nKuZug1KX8SASXUT6HGA,Neill Wycik Hotel,2.0,8,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'""}","Hostels, Home Services, Apartments, Event Planning & Services, Hotels & Travel, Real Estate, University Housing, Hotels","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",13784,13783.0
13821,L5wpjjNp582E7ZIYkF3x6w,University of Guelph-Humber,4.5,3,,"Colleges & Universities, Education",,13822,13821.0
13838,KBVumy_FEKpj3Bpsnd4lmQ,Discount Textbooks Store,1.0,3,,"Education, Books, Mags, Music & Video, Bookstores, Shopping, Colleges & Universities",,13839,13838.0
13996,DGKrN40DY1NojJvxiY4oaQ,The Devil's Workshop,5.0,14,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'DogsAllowed': 'True'}","Art Classes, Education, Shopping, Local Services, Jewelry Repair, Jewelry","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-18:0'}",13997,13996.0
14254,pQqZ1bsWfc03sfKZkWR5zQ,Royal St George's College,3.5,3,"{'WiFi': ""u'free'""}","Colleges & Universities, Education, Elementary Schools, Middle Schools & High Schools","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}",14255,14254.0
14375,Co6EHxhOPEtJtjLnjJSfMA,Winston's Driving Academy,3.5,3,,"Specialty Schools, Driving Schools, Education","{'Monday': '9:0-14:30', 'Tuesday': '9:0-14:30', 'Wednesday': '10:0-17:0', 'Thursday': '9:0-14:30', 'Friday': '9:0-14:30', 'Saturday': '9:0-15:0'}",14376,14375.0
14389,kuKrqRwfWLeCaqzKN1IV5g,SEMI-Sports & Exercise Medicine Institute,5.0,3,{'ByAppointmentOnly': 'True'},"Colleges & Universities, Health & Medical, Education, Physical Therapy, Chiropractors, Doctors, Acupuncture, Sports Medicine","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-15:0'}",14390,14389.0
14463,ygDi5cd_-CJCIX6JUX4Umw,Humber College - Lakeshore Campus,2.0,4,,"Adult Education, Colleges & Universities, Education","{'Monday': '8:30-18:30', 'Tuesday': '8:30-18:30', 'Wednesday': '8:30-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-16:30'}",14464,14463.0
14532,fwI89RlfCpBNKjcYvhPLPQ,Passmax,5.0,3,"{'WiFi': ""u'no'""}","Test Preparation, Education","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",14533,14532.0
14654,NSYGo4m_QdrG_19rs6uZTA,BartenderOne,1.5,7,,"Bartenders, Event Planning & Services, Education, Specialty Schools, Special Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",14655,14654.0
14689,vzPIMRgw2h9jAYp_9pX0cw,Veritas Prep,5.0,8,,"Tutoring Centers, Education, Private Tutors, Test Preparation","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",14690,14689.0
14716,j_BsYC_asCpfNc5MXXUFhg,Textbookrental.ca,1.0,4,,"Colleges & Universities, Shopping, Education, Books, Mags, Music & Video",,14717,14716.0
15042,-R5ZXV88YwXpDYDYxpVzrA,True North Climbing,4.5,28,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Active Life, Climbing, Education, Specialty Schools","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",15043,15042.0
15270,nuV_P6O73xBtnSaUuA2SyA,Downward Dog Yoga Centre,3.0,6,{'GoodForKids': 'False'},"Active Life, Specialty Schools, Fitness & Instruction, Education, Yoga",,15271,15270.0
15277,LNKqpdA36rZRDIfXwCdMLg,Canadian Business College,1.0,3,"{'WiFi': ""u'no'""}","Colleges & Universities, Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",15278,15277.0
15288,9WlW0mBsmbqb0hFxwvQi1w,École Élémentaire Pierre-Elliott-Trudeau,3.0,3,,"Education, Elementary Schools, Middle Schools & High Schools",,15289,15288.0
15299,CZ4E9MwQkTvRQ9U5O5YBuA,Medical Sciences Building,3.5,3,,"Education, Colleges & Universities",,15300,15299.0
15771,YH8R87POEQDDvwqQtXsU1Q,Play 'n Stay Daycare,4.5,3,,"Child Care & Day Care, Education, Local Services, Preschools",,15772,15771.0
15867,yB2NuUF95W79BDrJa14qLw,Driving 101 Driving School,2.0,4,,"Specialty Schools, Education, Driving Schools","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '9:30-15:0', 'Sunday': '9:30-15:0'}",15868,15867.0
15921,260wo6Ad_2DuurszFcNc4Q,Driving Skills Academy,3.5,11,"{'WiFi': ""u'free'""}","Driving Schools, Education, Specialty Schools",,15922,15921.0
15999,I0Na8CN_Mtvdzx9Nw18l1g,Toronto School of Circus Arts,4.0,6,,"Specialty Schools, Fitness & Instruction, Education, Active Life","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}",16000,15999.0
16038,MPvloai-vcyAy_AF7RX0Cg,Binding Logic,1.0,3,,"Local Services, Professional Services, Educational Services, Graphic Design, Bookbinding, Education",,16039,16038.0
16042,LzT4mS0SJcCrerKPdza1ag,Brass Vixens,4.0,14,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'True'}","Dance Studios, Fitness & Instruction, Dance Schools, Active Life, Education, Specialty Schools",,16043,16042.0
16110,CtpdWcZKAqGSEulMY7Tq8Q,Racing Box,1.0,3,,"Education, Driving Schools, Automotive, Specialty Schools",,16111,16110.0
16152,BFi7pyAZUZsBKWsWouptIQ,Manhattan Prep,5.0,5,,"Private Tutors, Test Preparation, Tutoring Centers, Education",,16153,16152.0
16185,26dgAED5aDSllVBmKZgx-w,Earth Echoes,3.0,12,,"Pet Services, Pet Stores, Pets, Pet Sitting, Educational Services, Education","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",16186,16185.0
16211,CwtPtN6x9exC4CBZ0k-OOw,Maternally Yours,5.0,3,"{'WiFi': ""u'no'"", 'ByAppointmentOnly': 'True'}","Health & Medical, Parenting Classes, Specialty Schools, Education","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",16212,16211.0
16239,VkWh7XiEWQfuwUMhLCChhg,Supgirlz,4.5,5,"{'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Yoga, Surf Schools, Education, Specialty Schools, Fitness & Instruction, Boating, Beaches, Sports Clubs, Active Life","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",16240,16239.0
16296,KgLUxucpNiVgq4p_SBbjeg,Today's Driver Driving School,4.0,4,,"Specialty Schools, Driving Schools, Education","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",16297,16296.0
16360,OYgCzDDNpgfCs0tNxIzesA,Rouge Valley Conservation Centre,4.0,5,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Education, Active Life, Hiking","{'Monday': '10:30-16:0', 'Tuesday': '10:30-16:0', 'Wednesday': '10:30-16:0', 'Thursday': '10:30-16:0', 'Friday': '10:30-16:0'}",16361,16360.0
16446,k3pYIwJ8Q2j6JRmWxzjw5Q,Bathurst College Dentistry,3.0,3,{'ByAppointmentOnly': 'True'},"Education, Dentists, Health & Medical, Colleges & Universities",,16447,16446.0
16608,3kPK7bRwnXBJYdbTqcCcDQ,Aquarius Scuba Diving Centre,4.5,7,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False'}","Sporting Goods, Professional Services, Educational Services, Active Life, Diving, Scuba Diving, Education, Specialty Schools, Shopping","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-16:0'}",16609,16608.0
